frame,gesture_duration,pointing_count,pointing_arm,eye_to_wrist,shoulder_to_wrist,elbow_to_wrist,nose_to_wrist,wrist_to_index,wrist_location,handedness,landmarks,landmarks_3d,confidence
0,0.17182517051696777,1,Right,"[-0.14957754500210285, 0.5890527218580246, 0.33406132459640503]","[-0.008801519870758057, 0.5110088735818863, -0.047728896141052246]","[-0.003949001431465149, 0.20745766162872314, -0.06278061866760254]","[-0.15650134161114693, 0.5608297437429428, 0.3098239302635193]",,"[0.4608891010284424, 0.2828249931335449, -0.2347681075334549]",,"[landmark {
  x: 0.489437103
  y: 0.153148949
  z: -0.361240715
  visibility: 0.999999404
}
landmark {
  x: 0.49230814
  y: 0.145580411
  z: -0.354706556
  visibility: 0.999998927
}
landmark {
  x: 0.494330496
  y: 0.145497411
  z: -0.35488376
  visibility: 0.999998569
}
landmark {
  x: 0.495464027
  y: 0.145477057
  z: -0.354852229
  visibility: 0.999999046
}
landmark {
  x: 0.485542864
  y: 0.145293832
  z: -0.35612005
  visibility: 0.999999285
}
landmark {
  x: 0.483623922
  y: 0.145183623
  z: -0.356275111
  visibility: 0.999999404
}
landmark {
  x: 0.481466711
  y: 0.145200312
  z: -0.356361479
  visibility: 0.999999523
}
landmark {
  x: 0.496340752
  y: 0.146979749
  z: -0.281058341
  visibility: 0.999998331
}
landmark {
  x: 0.478917688
  y: 0.146603674
  z: -0.287083626
  visibility: 0.999996662
}
landmark {
  x: 0.492662728
  y: 0.15998663
  z: -0.329474956
  visibility: 0.999999285
}
landmark {
  x: 0.485091686
  y: 0.159336746
  z: -0.332136422
  visibility: 0.999999285
}
landmark {
  x: 0.513381183
  y: 0.183738053
  z: -0.198144153
  visibility: 0.999999166
}
landmark {
  x: 0.461746752
  y: 0.185382068
  z: -0.201824427
  visibility: 0.999998331
}
landmark {
  x: 0.514794409
  y: 0.238188103
  z: -0.157440618
  visibility: 0.99542892
}
landmark {
  x: 0.458287328
  y: 0.237197831
  z: -0.177882224
  visibility: 0.993394196
}
landmark {
  x: 0.512647152
  y: 0.2840451
  z: -0.209446549
  visibility: 0.997700512
}
landmark {
  x: 0.460889101
  y: 0.282825
  z: -0.234768108
  visibility: 0.996436954
}
landmark {
  x: 0.512070119
  y: 0.299577832
  z: -0.231677026
  visibility: 0.993887603
}
landmark {
  x: 0.462779611
  y: 0.297801077
  z: -0.258803517
  visibility: 0.990636647
}
landmark {
  x: 0.510053158
  y: 0.298446447
  z: -0.251423091
  visibility: 0.994775653
}
landmark {
  x: 0.4658916
  y: 0.297971785
  z: -0.278376162
  visibility: 0.99207437
}
landmark {
  x: 0.508777142
  y: 0.29349485
  z: -0.217668653
  visibility: 0.991022229
}
landmark {
  x: 0.466183364
  y: 0.292826265
  z: -0.243750364
  visibility: 0.985019326
}
landmark {
  x: 0.501142204
  y: 0.267750502
  z: 0.00399648258
  visibility: 0.999982238
}
landmark {
  x: 0.475488424
  y: 0.266853452
  z: -0.00405838154
  visibility: 0.999982
}
landmark {
  x: 0.495552301
  y: 0.33584708
  z: -0.00851270277
  visibility: 0.911915362
}
landmark {
  x: 0.478319943
  y: 0.336443245
  z: -0.0140702482
  visibility: 0.890631258
}
landmark {
  x: 0.492713034
  y: 0.405706555
  z: 0.109840617
  visibility: 0.942857087
}
landmark {
  x: 0.477042526
  y: 0.403326869
  z: 0.109015763
  visibility: 0.942665935
}
landmark {
  x: 0.4910779
  y: 0.412256598
  z: 0.116247848
  visibility: 0.684377611
}
landmark {
  x: 0.477604449
  y: 0.410185099
  z: 0.117272176
  visibility: 0.593410313
}
landmark {
  x: 0.494571865
  y: 0.427965194
  z: 0.0284225233
  visibility: 0.963868678
}
landmark {
  x: 0.480236113
  y: 0.424737781
  z: 0.0311365668
  visibility: 0.947104
}
]","[[[0.01879089837526173, -0.6885057868266082, 2.547382652759552], [0.03293251734790594, -0.7113898576998687, 2.549245834350586], [0.03499251178796605, -0.7093831481242157, 2.5633972883224487], [0.03270731959124298, -0.7091994466090179, 2.560199737548828], [0.009230335705030866, -0.7178747834467865, 2.5382620096206665], [0.011867101766217657, -0.71672876494169, 2.5231452584266663], [0.017574300520170637, -0.7050831796431518, 2.5466755032539368], [0.0903304978237042, -0.708984989097116, 2.6677517890930176], [-0.04667927930499225, -0.6611803056502319, 2.662229895591736], [0.053948906712282606, -0.6822306098246551, 2.606651484966278], [0.023770989380825468, -0.650333810021875, 2.5742299556732178], [0.1876934110150227, -0.5716413141989685, 2.8566954731941223], [-0.12890892336512713, -0.6386849166655517, 2.9049354791641235], [0.21424629678582044, -0.3479887427592254, 2.935144007205963], [-0.13376144180442004, -0.33513370471238857, 2.919987201690674], [0.21431119134281965, -0.13298967795610192, 2.950884759426117], [-0.1377104432358852, -0.1276760430836654, 2.8572065830230713], [0.20575048913811536, -0.08642980771302941, 2.9505423307418823], [-0.10901170084620623, -0.07963130192994836, 2.806097447872162], [0.16357643296574445, -0.08712601976632836, 2.9210733771324158], [-0.07097261259699969, -0.11108243780374291, 2.7843490839004517], [0.20199444284294935, -0.10214680003165963, 2.9428573548793793], [-0.11461620638514666, -0.12236608134746316, 2.8340325355529785], [0.13272144784783216, -0.21314115892793747, 3.1810886561870575], [-0.05997835705424457, -0.22007691802620652, 3.1106187105178833], [0.12887552519892545, 0.2031396148896241, 3.1516178846359253], [-0.01470310846711307, 0.1148774443364167, 3.1430883407592773], [0.09603227814291806, 0.5244580922818207, 3.336504176259041], [-0.04635576764489322, 0.4881042061543488, 3.3555338382720947], [0.07302085822080465, 0.5581489620900177, 3.35829758644104], [-0.0508423880710712, 0.5188681302762055, 3.3410389721393585], [0.06753650446986051, 0.5852783141827607, 3.2853429317474365], [-0.049348226286422305, 0.5217769561505341, 3.243439644575119]]]",0.5094280633436615
1,0.2600231170654297,1,Right,"[-0.14284775592386723, 0.5988540127873421, 0.2925068438053131]","[-0.0034286528825759888, 0.5146123841404915, -0.06596897542476654]","[0.0003123432397842407, 0.21168891340494156, -0.07037104666233063]","[-0.1486972887068987, 0.5710491016507149, 0.271344929933548]",,"[0.4610356390476227, 0.2835672199726105, -0.24543359875679016]",,"[landmark {
  x: 0.489216566
  y: 0.153131574
  z: -0.332055241
  visibility: 0.999999225
}
landmark {
  x: 0.492081255
  y: 0.145601958
  z: -0.325352132
  visibility: 0.999998689
}
landmark {
  x: 0.494006932
  y: 0.145524263
  z: -0.325537
  visibility: 0.999998271
}
landmark {
  x: 0.495452017
  y: 0.145510972
  z: -0.325510234
  visibility: 0.999998808
}
landmark {
  x: 0.485540777
  y: 0.145408332
  z: -0.326208293
  visibility: 0.999999106
}
landmark {
  x: 0.483608305
  y: 0.145298
  z: -0.3263506
  visibility: 0.999999225
}
landmark {
  x: 0.481477678
  y: 0.145273089
  z: -0.326437324
  visibility: 0.999999404
}
landmark {
  x: 0.496472269
  y: 0.147065952
  z: -0.255602062
  visibility: 0.999998093
}
landmark {
  x: 0.478851706
  y: 0.146642
  z: -0.259263456
  visibility: 0.999996066
}
landmark {
  x: 0.492525041
  y: 0.159921676
  z: -0.302275538
  visibility: 0.999999106
}
landmark {
  x: 0.484956115
  y: 0.159414589
  z: -0.3042126
  visibility: 0.999999106
}
landmark {
  x: 0.51326865
  y: 0.183760107
  z: -0.181552619
  visibility: 0.999999046
}
landmark {
  x: 0.461784273
  y: 0.185395986
  z: -0.188335642
  visibility: 0.999998152
}
landmark {
  x: 0.514899
  y: 0.238260314
  z: -0.155313268
  visibility: 0.995063543
}
landmark {
  x: 0.458286703
  y: 0.237241358
  z: -0.17861405
  visibility: 0.993119776
}
landmark {
  x: 0.513207257
  y: 0.2840451
  z: -0.213605359
  visibility: 0.997286558
}
landmark {
  x: 0.461035639
  y: 0.28356722
  z: -0.245433599
  visibility: 0.996276796
}
landmark {
  x: 0.512156427
  y: 0.298921138
  z: -0.237870663
  visibility: 0.993211806
}
landmark {
  x: 0.463141263
  y: 0.298739225
  z: -0.27375412
  visibility: 0.990396142
}
landmark {
  x: 0.510049284
  y: 0.298155755
  z: -0.256916136
  visibility: 0.994201839
}
landmark {
  x: 0.466222584
  y: 0.298757792
  z: -0.2907148
  visibility: 0.991853356
}
landmark {
  x: 0.508796632
  y: 0.293312281
  z: -0.222074911
  visibility: 0.989952326
}
landmark {
  x: 0.466790915
  y: 0.293557644
  z: -0.254157245
  visibility: 0.984492123
}
landmark {
  x: 0.501095474
  y: 0.270725548
  z: 0.00478654308
  visibility: 0.99998194
}
landmark {
  x: 0.475275934
  y: 0.270628184
  z: -0.00482898857
  visibility: 0.999981761
}
landmark {
  x: 0.495708376
  y: 0.339482456
  z: 0.0265816357
  visibility: 0.914111614
}
landmark {
  x: 0.478017896
  y: 0.34077248
  z: 0.017528031
  visibility: 0.890923798
}
landmark {
  x: 0.493297875
  y: 0.407049388
  z: 0.15809381
  visibility: 0.942156672
}
landmark {
  x: 0.477670819
  y: 0.403444707
  z: 0.151703596
  visibility: 0.940448761
}
landmark {
  x: 0.49145776
  y: 0.412709296
  z: 0.166300222
  visibility: 0.685622215
}
landmark {
  x: 0.477949321
  y: 0.410059631
  z: 0.161328584
  visibility: 0.590206861
}
landmark {
  x: 0.495188087
  y: 0.428755105
  z: 0.0872438923
  visibility: 0.962745607
}
landmark {
  x: 0.480236679
  y: 0.424764
  z: 0.0837488174
  visibility: 0.944125116
}
]","[[[0.02026100037251801, -0.7214666189455963, 2.577746868133545], [0.036322448166135855, -0.7427111448550201, 2.580989360809326], [0.03824382810485751, -0.7401998819613433, 2.5951406955718994], [0.0359182648353066, -0.7405607880854583, 2.5918434262275696], [0.012042428828824468, -0.7502411188387847, 2.57242614030838], [0.014411467589486547, -0.7492715300822235, 2.55658495426178], [0.01988938590144009, -0.7372581543230987, 2.58028906583786], [0.09822160889958234, -0.7350411595606781, 2.6932178139686584], [-0.04213835904742389, -0.694417494704721, 2.697700709104538], [0.05655101267253251, -0.7135274292731262, 2.6339473724365234], [0.024965627580929704, -0.6833482863211608, 2.6041085720062256], [0.193474554918755, -0.5929302753710723, 2.8724278807640076], [-0.12500763545180468, -0.6650299014353729, 2.9150607734918594], [0.21990972151612134, -0.3705957861447311, 2.941125810146332], [-0.1287486315741649, -0.36210643069982296, 2.9194628447294235], [0.21439667930458875, -0.15827239247202637, 2.95194673538208], [-0.12843628833438067, -0.15041751729488137, 2.849091798067093], [0.20558016886566968, -0.11554593907832864, 2.9504637271165848], [-0.10222265730048327, -0.10413660423993829, 2.790655791759491], [0.16298019280289502, -0.11711930053472283, 2.9211137294769287], [-0.06057426939154773, -0.13662802742957833, 2.7724751234054565], [0.20203399052475782, -0.12725500332355263, 2.9438805133104324], [-0.10556452582026629, -0.14509784745216134, 2.826083719730377], [0.13276788731669278, -0.21319243522058937, 3.181236434727907], [-0.06007981906081348, -0.22000963369548085, 3.1105231754481792], [0.1282449304089436, 0.20362777693033454, 3.18998334184289], [-0.00955532724405437, 0.11425129754305122, 3.1839225329458714], [0.10306104411934705, 0.5245749173855805, 3.382174476981163], [-0.02866320172692447, 0.4876761852002167, 3.404956132173538], [0.08285737549518438, 0.5583538232541108, 3.406008929014206], [-0.03097724030162006, 0.518387418816092, 3.3898527324199677], [0.09216295694564672, 0.585249048302176, 3.3453778624534607], [-0.03403262654687076, 0.5229496179318451, 3.305782973766327]]]",0.5130672831610288
2,0.3387451171875,1,Right,"[-0.14401540346443653, 0.60092369094491, 0.2842393219470978]","[-0.0029765963554382324, 0.5170765854418278, -0.07327665388584137]","[-1.4156103134155273e-05, 0.2130201794207096, -0.07343074679374695]","[-0.14924248587340117, 0.5728421546518803, 0.262743204832077]",,"[0.4610683023929596, 0.28393545746803284, -0.25179460644721985]",,"[landmark {
  x: 0.489208788
  y: 0.153114483
  z: -0.33804667
  visibility: 0.999999106
}
landmark {
  x: 0.492021501
  y: 0.14566797
  z: -0.331405461
  visibility: 0.99999851
}
landmark {
  x: 0.493964821
  y: 0.1456137
  z: -0.331588864
  visibility: 0.999998033
}
landmark {
  x: 0.495474279
  y: 0.145606905
  z: -0.331562579
  visibility: 0.999998629
}
landmark {
  x: 0.485582352
  y: 0.145466268
  z: -0.332373291
  visibility: 0.999999
}
landmark {
  x: 0.483619541
  y: 0.1453536
  z: -0.332515866
  visibility: 0.999999106
}
landmark {
  x: 0.4815467
  y: 0.14530395
  z: -0.332600296
  visibility: 0.999999285
}
landmark {
  x: 0.496575058
  y: 0.147098914
  z: -0.260696709
  visibility: 0.999998
}
landmark {
  x: 0.478851557
  y: 0.146643937
  z: -0.264812678
  visibility: 0.999995649
}
landmark {
  x: 0.492521137
  y: 0.159839332
  z: -0.307764232
  visibility: 0.999999
}
landmark {
  x: 0.484968
  y: 0.159417719
  z: -0.309835255
  visibility: 0.999999
}
landmark {
  x: 0.513183892
  y: 0.183668718
  z: -0.185403481
  visibility: 0.999999
}
landmark {
  x: 0.461805731
  y: 0.18542707
  z: -0.190808743
  visibility: 0.999998033
}
landmark {
  x: 0.514992893
  y: 0.23808828
  z: -0.15825434
  visibility: 0.994753242
}
landmark {
  x: 0.458285898
  y: 0.237303317
  z: -0.18336013
  visibility: 0.992762446
}
landmark {
  x: 0.513405204
  y: 0.284025162
  z: -0.219641209
  visibility: 0.996858716
}
landmark {
  x: 0.461068302
  y: 0.283935457
  z: -0.251794606
  visibility: 0.996000767
}
landmark {
  x: 0.512163281
  y: 0.298547387
  z: -0.244309992
  visibility: 0.992431164
}
landmark {
  x: 0.463335454
  y: 0.299057782
  z: -0.280147344
  visibility: 0.989859819
}
landmark {
  x: 0.510018289
  y: 0.298064858
  z: -0.263017356
  visibility: 0.99353385
}
landmark {
  x: 0.466359079
  y: 0.298931509
  z: -0.297118217
  visibility: 0.991370082
}
landmark {
  x: 0.508796096
  y: 0.293280184
  z: -0.228015572
  visibility: 0.98869735
}
landmark {
  x: 0.466961235
  y: 0.293667227
  z: -0.260507852
  visibility: 0.983475327
}
landmark {
  x: 0.501164854
  y: 0.270812362
  z: 0.00482835341
  visibility: 0.99998194
}
landmark {
  x: 0.475246102
  y: 0.270607829
  z: -0.00486782519
  visibility: 0.999981761
}
landmark {
  x: 0.49571839
  y: 0.339617431
  z: 0.0221772473
  visibility: 0.915073216
}
landmark {
  x: 0.477781713
  y: 0.340607285
  z: 0.0160927363
  visibility: 0.889874
}
landmark {
  x: 0.493289292
  y: 0.406802624
  z: 0.155733228
  visibility: 0.940203369
}
landmark {
  x: 0.477810383
  y: 0.40334928
  z: 0.150930375
  visibility: 0.938218057
}
landmark {
  x: 0.491454899
  y: 0.412470728
  z: 0.164154336
  visibility: 0.681304753
}
landmark {
  x: 0.477944523
  y: 0.409673214
  z: 0.160590336
  visibility: 0.585204184
}
landmark {
  x: 0.495171875
  y: 0.428649634
  z: 0.0840360075
  visibility: 0.96089083
}
landmark {
  x: 0.480210215
  y: 0.4247334
  z: 0.0815728381
  visibility: 0.941209912
}
]","[[[0.02301931799953074, -0.7254304470324493, 2.5801795721054077], [0.04012937284638376, -0.746692258288858, 2.5833629369735718], [0.04201212059338779, -0.7441279472613311, 2.5975930094718933], [0.03957528760289044, -0.7445396961474395, 2.594274163246155], [0.015483915336478658, -0.7544027747416473, 2.5745570063591003], [0.017792235590566106, -0.7535119833254791, 2.558683454990387], [0.023017388299156137, -0.7414986671709991, 2.582495629787445], [0.10266906907414289, -0.7384115041995025, 2.6956940591335297], [-0.03905967483664661, -0.6991287948393798, 2.6994738578796387], [0.05945743759726376, -0.7171621503138519, 2.63657546043396], [0.02700755418841929, -0.6871933521532989, 2.6064098477363586], [0.1957699148878941, -0.5968379260802246, 2.8735654652118683], [-0.12324657151843219, -0.6696648778223968, 2.916199430823326], [0.22467743744706006, -0.3751198829913116, 2.9415663331747055], [-0.12620901177073626, -0.36560847180127864, 2.9163535237312317], [0.21448268880699964, -0.16106523515820267, 2.9519589990377426], [-0.12622316787387042, -0.152588292380569, 2.8429227769374847], [0.2054396211132893, -0.11818486767053368, 2.949924662709236], [-0.10042876610900073, -0.10620375292539361, 2.7834367156028748], [0.16231883456562848, -0.12014542834996941, 2.9209537357091904], [-0.058307020463000826, -0.13881003426551583, 2.7661748826503754], [0.20205473294113965, -0.12998622225761178, 2.9439020603895187], [-0.10349073121691851, -0.1472639398479438, 2.8199388682842255], [0.13282364001129957, -0.21321112593333932, 3.181288953870535], [-0.06017993996287494, -0.2199753866361058, 3.1104919984936714], [0.12642225762461515, 0.20363621098757026, 3.1935607008635998], [-0.007817322857629351, 0.1135438500142121, 3.1903668828308582], [0.10311796655510755, 0.5230912385678315, 3.3882850110530853], [-0.027061818636905245, 0.4877099214291596, 3.41105717420578], [0.08298698579524846, 0.5567865191197419, 3.4124412834644318], [-0.029565712906371645, 0.5184547720646882, 3.396148145198822], [0.0913910954222569, 0.5839239774441742, 3.3523583114147186], [-0.033439627386580996, 0.5253494797444367, 3.31179741024971]]]",0.5175202471044649
3,0.4142031669616699,1,Right,"[-0.14449103735387325, 0.5984698086977005, 0.28067564964294434]","[-0.0022205859422683716, 0.5171044319868088, -0.07648928463459015]","[0.0003176480531692505, 0.21312102675437927, -0.07374688982963562]","[-0.14969855546951294, 0.5702405720949173, 0.2585849165916443]",,"[0.4611155390739441, 0.28408196568489075, -0.25243934988975525]",,"[landmark {
  x: 0.489228785
  y: 0.153169617
  z: -0.337972939
  visibility: 0.999999
}
landmark {
  x: 0.492009699
  y: 0.145890474
  z: -0.331458271
  visibility: 0.999998271
}
landmark {
  x: 0.493965715
  y: 0.145861268
  z: -0.331641942
  visibility: 0.999997795
}
landmark {
  x: 0.495533526
  y: 0.145839602
  z: -0.331616104
  visibility: 0.99999845
}
landmark {
  x: 0.485677779
  y: 0.145677298
  z: -0.332627624
  visibility: 0.999998868
}
landmark {
  x: 0.483657926
  y: 0.145554185
  z: -0.332769841
  visibility: 0.999999
}
landmark {
  x: 0.481614351
  y: 0.145458922
  z: -0.332854241
  visibility: 0.999999166
}
landmark {
  x: 0.496674716
  y: 0.147155315
  z: -0.260880888
  visibility: 0.999997795
}
landmark {
  x: 0.478835493
  y: 0.146680862
  z: -0.265897423
  visibility: 0.999995232
}
landmark {
  x: 0.492533535
  y: 0.159839943
  z: -0.307660162
  visibility: 0.999998868
}
landmark {
  x: 0.485019922
  y: 0.159553722
  z: -0.309989393
  visibility: 0.999998808
}
landmark {
  x: 0.513101339
  y: 0.18361868
  z: -0.185503393
  visibility: 0.999998927
}
landmark {
  x: 0.461805105
  y: 0.185428068
  z: -0.192022875
  visibility: 0.999997914
}
landmark {
  x: 0.515009284
  y: 0.237953231
  z: -0.15847902
  visibility: 0.994413137
}
landmark {
  x: 0.458285153
  y: 0.237358466
  z: -0.185338885
  visibility: 0.992445052
}
landmark {
  x: 0.513472736
  y: 0.283949733
  z: -0.219491526
  visibility: 0.996428907
}
landmark {
  x: 0.461115539
  y: 0.284081966
  z: -0.25243935
  visibility: 0.995762885
}
landmark {
  x: 0.512164593
  y: 0.298164427
  z: -0.243999407
  visibility: 0.991671443
}
landmark {
  x: 0.46350202
  y: 0.299092531
  z: -0.28055343
  visibility: 0.989426255
}
landmark {
  x: 0.50998491
  y: 0.297905177
  z: -0.262725234
  visibility: 0.992885888
}
landmark {
  x: 0.46649915
  y: 0.298922598
  z: -0.297486603
  visibility: 0.990980446
}
landmark {
  x: 0.508792043
  y: 0.293190181
  z: -0.227867573
  visibility: 0.987493634
}
landmark {
  x: 0.467094034
  y: 0.293655246
  z: -0.26107949
  visibility: 0.982635796
}
landmark {
  x: 0.501187682
  y: 0.271132171
  z: 0.00517424382
  visibility: 0.99998188
}
landmark {
  x: 0.475251913
  y: 0.270943075
  z: -0.00520673813
  visibility: 0.999981761
}
landmark {
  x: 0.49574852
  y: 0.340005755
  z: 0.023926001
  visibility: 0.916444
}
landmark {
  x: 0.477630138
  y: 0.340436459
  z: 0.0164261628
  visibility: 0.889496148
}
landmark {
  x: 0.493204504
  y: 0.406767398
  z: 0.15917854
  visibility: 0.938598812
}
landmark {
  x: 0.477880478
  y: 0.403373867
  z: 0.152062058
  visibility: 0.936255217
}
landmark {
  x: 0.491238683
  y: 0.412320971
  z: 0.167827532
  visibility: 0.678682506
}
landmark {
  x: 0.477943957
  y: 0.409614384
  z: 0.16183494
  visibility: 0.580492318
}
landmark {
  x: 0.495148122
  y: 0.428680182
  z: 0.0886230245
  visibility: 0.959339142
}
landmark {
  x: 0.480234236
  y: 0.424865901
  z: 0.0831297189
  visibility: 0.938584387
}
]","[[[0.02461966266487927, -0.7261067809367157, 2.5812336206436157], [0.04182612103973717, -0.7475853742861724, 2.584190845489502], [0.04368514055018515, -0.7450056852602935, 2.5984458327293396], [0.0412193895280847, -0.7454199375414825, 2.595154047012329], [0.017134945370305486, -0.7552018346095062, 2.5750542879104614], [0.019412144549239584, -0.7543360175394989, 2.5591428875923157], [0.024555738546002813, -0.7423058332705474, 2.5830013751983643], [0.10376230766629072, -0.7400908054614044, 2.6966575384140015], [-0.0381611199154964, -0.7006139935755706, 2.6991045475006104], [0.06092153815184922, -0.7181022943758941, 2.6378868222236633], [0.028118163343567558, -0.6880925776267028, 2.6072614192962646], [0.19632113864277692, -0.5997988464140869, 2.874476283788681], [-0.12285830686236529, -0.6729706408286071, 2.91630782186985], [0.22517036785935254, -0.3788260849022842, 2.9424527883529663], [-0.1253965408578029, -0.36898723559617763, 2.9135654270648956], [0.21417354931687207, -0.1649181613528705, 2.952286124229431], [-0.12507889280463366, -0.15586620884179833, 2.83981853723526], [0.20447506894921155, -0.12248432206153634, 2.949845924973488], [-0.09948887536669879, -0.10995778756379845, 2.7800373435020447], [0.16066026826952787, -0.12447213696479562, 2.9209791868925095], [-0.05731771001959949, -0.14258805232286217, 2.7630945444107056], [0.2016409574971089, -0.13376328664064172, 2.9442643225193024], [-0.10253155837203173, -0.15063029842614892, 2.8169000148773193], [0.1328932954893002, -0.21322628239333394, 3.181497383862734], [-0.06030075112725406, -0.21994923789217832, 3.110321905463934], [0.12490577390049787, 0.2040047763085389, 3.1970819234848022], [-0.005788224287282519, 0.11334909183740852, 3.192603997886181], [0.10297871520375104, 0.5225464521145844, 3.394988924264908], [-0.026995188094626955, 0.48780040127992863, 3.414813905954361], [0.08267604326461644, 0.5561621604657196, 3.419577121734619], [-0.0297811389937511, 0.5185800014233612, 3.4001346230506897], [0.09071137522910924, 0.5836360274052643, 3.3603190183639526], [-0.033462664581786684, 0.5270344434475922, 3.3152105510234833]]]",0.5204070822522516
