dog_id,dog_name,trial_number,touched_target,frame_index,time_sec,local_frame_index,human_r,target_1_r,target_2_r,target_3_r,target_4_r,human_theta,target_1_theta,target_2_theta,target_3_theta,target_4_theta,human_phi,target_1_phi,target_2_phi,target_3_phi,target_4_phi,bbox_x,bbox_y,bbox_w,bbox_h,confidence,dog_dir,nose_x,nose_y,nose_conf,nose_x_m,nose_y_m,nose_z_m,right_eye_x,right_eye_y,right_eye_conf,right_eye_x_m,right_eye_y_m,right_eye_z_m,right_ear_base_x,right_ear_base_y,right_ear_base_conf,right_ear_base_x_m,right_ear_base_y_m,right_ear_base_z_m,right_ear_tip_x,right_ear_tip_y,right_ear_tip_conf,right_ear_tip_x_m,right_ear_tip_y_m,right_ear_tip_z_m,left_eye_x,left_eye_y,left_eye_conf,left_eye_x_m,left_eye_y_m,left_eye_z_m,left_ear_base_x,left_ear_base_y,left_ear_base_conf,left_ear_base_x_m,left_ear_base_y_m,left_ear_base_z_m,left_ear_tip_x,left_ear_tip_y,left_ear_tip_conf,left_ear_tip_x_m,left_ear_tip_y_m,left_ear_tip_z_m,throat_x,throat_y,throat_conf,throat_x_m,throat_y_m,throat_z_m,neck_x,neck_y,neck_conf,neck_x_m,neck_y_m,neck_z_m,withers_x,withers_y,withers_conf,withers_x_m,withers_y_m,withers_z_m,tail_base_x,tail_base_y,tail_base_conf,tail_base_x_m,tail_base_y_m,tail_base_z_m,tail_tip_x,tail_tip_y,tail_tip_conf,tail_tip_x_m,tail_tip_y_m,tail_tip_z_m,head_orientation_x,head_orientation_y,torso_orientation_x,torso_orientation_y,head_orientation_x_m,head_orientation_y_m,head_orientation_z_m,torso_orientation_x_m,torso_orientation_y_m,torso_orientation_z_m,trace3d_x,trace3d_y,trace3d_z
BDL262,Louie,1,0,303,1.5,45,1.460488644481466,1.4759036313886544,1.0263909917610003,0.6615560532470429,0.844201350367721,1.2264746393709582,2.018564817896973,1.51035370066583,0.6491354357051882,0.3767289898014452,-0.4977050709933003,0.2620637359199241,0.2281021369132585,0.3170381091566577,3.013497691206789,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5870193794655582,-0.5710585603345704,0.1176199999999996,0.218786142658118,-0.3580976806210293,0.5167444444444441,-1.1635134265352702,0.4489363579719765,1.633
BDL262,Louie,1,0,304,1.533,46,1.5706951856007163,1.6826518636874714,1.1788098160366185,0.6548227824585383,0.6353193489050202,1.3617251321460908,2.0703180982431078,1.659987425555996,0.9887109709443904,0.2340325738442355,-0.4717253077827634,0.2064539406145911,0.1623488440168714,0.1519250408884727,-3.126533895951485,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5813453085008249,-0.5742801333396776,0.1373999999999996,0.2285822646730738,-0.3555832567403634,0.4616666666666663,-1.031019897765763,0.3916512443198745,1.559
BDL262,Louie,1,0,305,1.567,47,1.5481422144897932,1.5841004213159804,1.1271577165733977,0.6979506510539046,0.771403289789575,1.2738424400346455,2.013777114993655,1.5512769669409627,0.7985347484966916,0.2623915599354794,-0.474432756307312,0.2288729105307236,0.188985679854049,0.2109974923098167,3.042926521519494,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5756712375360917,-0.577501706344785,0.1571799999999996,0.2383783866880295,-0.3530688328596974,0.4065888888888886,-0.8733653093432308,0.362728773315424,2.07
BDL262,Louie,1,0,306,1.6,48,1.69219913642857,1.823011932368273,1.3413298438972454,0.8034561151687127,0.6339992647928229,1.3684973242094072,2.020219286285874,1.6386915971819618,1.0866092638609488,0.0794364764151894,-0.4008019082440126,0.2174491711959078,0.1812581344505118,0.1899181324520381,1.3642828447482531,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5699971665713586,-0.5807232793498924,0.1769599999999996,0.2481745087029853,-0.3505544089790315,0.3515111111111109,-0.971378748229084,0.3688635373372409,1.69
BDL262,Louie,1,0,307,1.633,49,1.731437213145778,1.927889736362918,1.4101007279959206,0.8062031447576058,0.5138079262277391,1.44571860075935,2.065909125410576,1.7238647346925535,1.2555028015771832,0.150499510836454,-0.3956647694316936,0.2011196230184761,0.1628002527781635,0.1557307557625924,0.4553649005300557,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5643230956066253,-0.5839448523549997,0.1967399999999995,0.2579706307179411,-0.3480399850983656,0.2964333333333331,-0.8251940345515458,0.3117065603885189,2.163
BDL262,Louie,1,0,308,1.667,50,1.9873619307498531,2.2593525835597585,1.7275557394545946,1.0645469022644165,0.5086728921300315,1.5406009619536836,2.065160677702776,1.787236566130614,1.482380698524178,0.8065449329857695,-0.3297859208842725,0.1808400882902457,0.1455453565928819,0.1302306722580724,0.1440254419797867,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5586490246418921,-0.587166425360107,0.2165199999999995,0.2677667527328969,-0.3455255612176996,0.2413555555555553,-0.8903024396759546,0.3757072955290633,2.552
BDL262,Louie,1,0,309,1.7,51,1.925235490640508,2.143688214700439,1.6392629708867517,1.0174197216906566,0.5642308352516163,1.4745556870502976,2.028358092108644,1.721432813197949,1.3538480957228254,0.5634852091759194,-0.3347412550627907,0.1943602630673696,0.1601452044037342,0.1530157015393806,0.22227904409132,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5529749536771589,-0.5903879983652144,0.2362999999999995,0.2775628747478527,-0.3430111373370336,0.1862777777777775,-0.8547182512563044,0.3606907813660678,2.45
BDL262,Louie,1,0,310,1.733,52,1.913178781108896,2.103048981957318,1.6210726720977031,1.0297492025484458,0.6309600590161023,1.4318366135484453,1.9957280590191369,1.6733774719849936,1.2761912509888431,0.4890454122253199,-0.3228649839635527,0.2102218788346756,0.1788242278725797,0.1835245295054293,0.3256443473179077,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5473008827124257,-0.5936095713703217,0.2560799999999995,0.2873589967628084,-0.3404967134563677,0.1311999999999998,-0.8851368738922079,0.3658850280079999,2.595
BDL262,Louie,1,0,311,1.767,53,1.9516086043359184,2.180330335170222,1.6774920495365917,1.053383842288981,0.5818286602609352,1.4784334515917166,2.0226468482011493,1.720988485736075,1.3662174716419615,0.6245345078981589,-0.319216782006804,0.2007586087621469,0.1684976414490154,0.1667086970789306,0.2560186670967876,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5416268117476926,-0.596831144375429,0.2758599999999995,0.2971551187777642,-0.3379822895757018,0.076122222222222,-0.8626247221862787,0.3565792816309178,2.529
BDL262,Louie,1,0,312,1.8,54,1.9823428229764424,2.212758552124109,1.7106980156887297,1.083567591854052,0.594710170450526,1.4839210674294032,2.0195551727118106,1.7227809625378083,1.379519350853454,0.6757916914616069,-0.3143714119048057,0.1970601414761609,0.1647524391334276,0.160809896315746,0.2314536942113568,287.97322380542755,175.54570066183803,256.24988144636154,260.365595087409,0.8000335097312927,"[-0.8087360843031886, -0.5881716976750462]",415.578125,192.390625,0.7885599136352539,-1.5738673415527362,-1.165045315145918,4.483,432.703125,192.390625,0.5578809380531311,-0.0,-0.0,0.0,432.703125,192.390625,0.0785093531012535,-0.0,-0.0,0.0,428.421875,243.765625,0.2459861636161804,-0.0,-0.0,0.0,514.046875,286.578125,0.4906187951564789,-1.0416213506651402,-0.596018816938512,5.26,526.890625,359.359375,0.7496768832206726,-0.0,-0.0,0.0,424.140625,256.609375,0.2171788662672042,-0.0,-0.0,0.0,342.796875,363.640625,0.8863592147827148,-1.3229608747968455,0.0188346996594703,2.85,411.296875,265.171875,0.4280711114406585,-1.7210333915301774,-0.70540198672207,4.811,496.921875,303.703125,0.7520272731781006,-0.0,-0.0,0.0,424.140625,355.078125,0.441729336977005,-0.9781705780991908,-0.0194489663819469,2.896,454.109375,427.859375,0.2841783463954925,-0.8741414126388973,0.3198396557794631,3.002,-81.34375,-111.3125,72.78125,-51.375,-0.5359527407829594,-0.6000527173805363,0.2956399999999995,0.30695124079272,-0.3354678656950358,0.0210444444444442,-0.9724105076345196,0.3509104119047712,2.394
